fid,X,Y,CITY_NAME,CNTRY_NAME,POP,POP_RANK,max_dtw
"1937","2.3549531482218","48.8582874334995",Paris,France,"2206488","2","0.51641"
"1938","1.90600238664928","47.9140020540138",Orleans,France,"114644","5","0.51104"
"1939","0.340002388809125","46.5849989820355",Poitiers,France,"0","0","0.52026"
"1940","1.25199938221584","45.8309970156587",Limoges,France,"133627","5","0.54006"
"1941","2.34999934646351","51.0499979836093",Dunkirk,France,"0","0","0.66372"
"1942","5.56900237589088","50.6230019875078",Liege,Belgium,"196272","5","0.53644"
"1943","4.86800135035179","50.4649980243605",Namur,Belgium,"110175","5","0.54588"
"1944","3.93900339323216","50.4459990109482",Mons,Belgium,"0","0","0.57534"
"1945","4.03000236089451","49.2380010656261",Reims,France,"184076","5","0.54116"
"1946","5.03600433263011","47.3180040507844",Dijon,France,"155114","5","0.50614"
"1947","3.09099628304267","45.7839989945529",Clermont-Ferrand,France,"141398","5","0.5417"
"1948","4.85499632055405","45.7469999925781",Lyon,France,"513275","3","0.50347"
"1949","4.13330437667258","51.9499980736692",Europoort,Netherlands,"0","0","0.677"
"1950","5.31666031580869","51.6833370435366",'s-Hertogenbosch,Netherlands,"150889","5","0.61083"
"1951","3.60999937325727","51.5019960783387",Middelburg,Netherlands,"0","0","0.64269"
"1952","3.22000237913068","51.2099999964561",Bruges,Belgium,"117260","5","0.62465"
"1953","4.4260024402368","51.207002921907",Antwerpen,Belgium,"503138","3","0.62586"
"1954","3.73599929319494","51.0479999339099",Gent,Belgium,"248739","5","0.5779"
"1955","5.48399739184322","50.9640030763131",Hasselt,Belgium,"0","0","0.52587"
"1956","3.06299744083299","50.6320019817891",Lille,France,"232741","5","0.57903"
"1957","4.36799743903299","50.8370039660422",Brussels,Belgium,"1550299","2","0.59766"
"1958","4.63200328385608","52.3870020250192",Haarlem,Netherlands,"156645","5","0.7101"
"1959","4.89483932469335","52.3730429819271",Amsterdam,Netherlands,"821752","3",
"1960","5.11200038627891","52.1000010673851",Utrecht,Netherlands,"334176","4","0.66713"
"1961","4.28100334140339","52.0759979936069",The Hague,Netherlands,"0","0","0.70316"
"1962","4.48515043707391","51.9255900613772",Rotterdam,Netherlands,"623652","3","0.68684"
"1963","6.57500434762648","53.2189979292607",Groningen,Netherlands,"200336","5","0.67652"
"1964","5.78700028834021","53.1990000564824",Leeuwarden,Netherlands,"107691","5","0.73134"
"1965","6.55000241448204","53.0000009919615",Assen,Netherlands,"0","0","0.66927"
"1966","6.09699635878536","52.5239999889375",Zwolle,Netherlands,"123861","5","0.60599"
"1967","5.92299939289239","51.98799593501",Arnhem,Netherlands,"152293","5","0.54275"
"1968","6.77529931468138","51.4893329377807",Duisburg,Germany,"498110","4","0.51163"
"1969","6.79799738432445","51.2409960786986",Dusseldorf,Germany,"617280","3","0.49809"
"1970","5.67700230726575","50.8529969687877",Maastricht,Netherlands,"122397","5","0.51391"
"1971","7.4664183180364","51.5138129354643",Dortmund,Germany,"586600","3","0.52348"
"1972","7.12243835788468","51.354045081995",Essen,Germany,"583393","3","0.52607"
"1973","6.93486941517819","50.9423490430751",Cologne,Germany,"1058000","2","0.50639"
"1974","7.09982137523457","50.7345570043303",Bonn,Germany,"325490","4","0.51383"
"1975","6.0180033960711","47.2480019807501",Besancon,France,"135448","5","0.53022"
"1976","6.92299844489605","46.9989990499404",Neuchatel,Switzerland,"0","0","0.57338"
"1977","7.14999635162678","46.7999999854196",Fribourg,Switzerland,"109106","5","0.59043"
"1978","6.62300139358177","46.5249959311322",Lausanne,Switzerland,"139111","5","0.5664"
"1979","7.35399931103007","46.2390029344655",Sion,Switzerland,"0","0","0.5689"
"1980","6.13400429687772","46.2020039324906",Geneva,Switzerland,"201818","5","0.53532"
"1981","7.31500242483958","45.7370009734473",Aosta,Italy,"0","0","0.57039"
"1982","7.66642534352479","45.0748710665178",Turin,Italy,"879111","3","0.52976"
"1983","7.57600242447961","47.5470000072145",Basel,Switzerland,"0","0","0.56313"
"1984","7.73700329669259","47.483001022396",Liestal,Switzerland,"0","0","0.56784"
"1985","8.03400343894123","47.3900040050345",Aarau,Switzerland,"0","0","0.58534"
"1986","7.34499931674884","47.3699970306549",Delemont,Switzerland,"0","0","0.5592"
"1987","7.5369964366879","47.2120020036251",Solothurn,Switzerland,"0","0","0.5567"
"1988","8.30300440801278","47.0580030759941",Luzern,Switzerland,"81691","6","0.62059"
"1989","8.38330237486235","46.9500029791354",Stans,Switzerland,"0","0","0.59642"
"1990","7.4459973035419","46.9479959933184",Bern,Switzerland,"133883","5","0.57759"
"1991","8.24300135710939","46.8989999225132",Sarnen,Switzerland,"0","0","0.62825"
"1992","8.24100330740998","50.074002005384",Wiesbaden,Germany,"278654","4","0.5125"
"1993","8.24900444232532","50.002002051134",Mainz,Germany,"215110","5","0.5125"
"1994","6.16670138565166","49.8833009534628",Diekirch,Luxembourg,"0","0","0.52156"
"1995","6.33330040456656","49.6999980140029",Grevenmacher,Luxembourg,"0","0","0.51917"
"1996","5.81670030256504","49.6833030295756",Arlon,Belgium,"0","0","0.53219"
"1997","6.12000040771403","49.6080000214909",Luxembourg,Luxembourg,"119215","5","0.52145"
"1998","7.04500243091837","49.2720029930518",Saarbrucken,Germany,"180966","5","0.52048"
"1999","6.17799630731662","48.6860040089533",Nancy,France,"105162","5","0.51134"
"2000","7.76799937893514","48.582999036343",Strasbourg,France,"277270","4","0.52231"
"2001","6.84999930031267","61.1832960164819",Hermansverk,Norway,"0","0","0.58942"
"2002","6.44100329277364","60.6300030572751",Vossavangen,Norway,"0","0","0.5438"
"2003","5.69597434684152","58.9733459810122",Stavanger,Norway,"0","0","0.67514"
"2004","7.92800139178195","58.2010019713496",Kristiansand,Norway,"0","0","0.6625"
"2005","20.9230023832457","14.5340009423013",Biltine,Chad,"0","0","0.63058"
"2006","16.2870033248443","50.7490020729291",Walbrzych,Poland,"111803","5","0.57436"
"2007","14.0810043772181","50.6629980640316",Usti Nad Labem,Czech Republic,"93040","6","0.53621"
"2008","18.5499993127071","54.5333040665114",Gdynia,Poland,"243496","5",
"2009","20.5029993956084","54.7080030140859",Kaliningrad,Russia,"437456","4","0.58367"
"2010","17.0330043217897","54.4619969923418",Slupsk,Poland,"90157","6","0.62227"
"2011","18.6249963415062","54.3660030659146",Gdansk,Poland,"464834","4","0.57859"
"2012","19.4049994313608","54.1590030319621",Elblag,Poland,"118397","5","0.57344"
"2013","20.4920013516278","53.7779969305155",Olsztyn,Poland,"174023","5","0.53991"
"2014","18.0289983382768","53.1119970227353",Bydgoszcz,Poland,"351273","4","0.5127"
"2015","18.6110013884602","53.0109990359421",Torun,Poland,"199531","5","0.51198"
"2016","19.0670043532223","52.6470029998095",Wloclawek,Poland,"109751","5","0.51568"
"2017","16.8869974274726","52.3960020193004",Poznan,Poland,"536692","3","0.51329"
"2018","18.2520003110924","52.2000000293286",Konin,Poland,"0","0","0.51582"
"2019","18.0829983039642","51.7580009537302",Kalisz,Poland,"100223","5","0.53308"
"2020","17.0379994460382","51.1219979378594",Wroclaw,Poland,"636722","3","0.54252"
"2021","17.9280003514835","50.6700000086135",Opole,Poland,"127434","5","0.56918"
"2022","19.4760003607613","51.777998991992",Lodz,Poland,"686874","3","0.52494"
"2023","18.7329964383649","51.5960010566675",Sieradz,Poland,"0","0","0.53613"
"2024","19.1189973330929","50.8100039831984",Czestochowa,Poland,"221508","5","0.55082"
"2025","22.0809962967952","53.1720000736387",Lomza,Poland,"0","0","0.5206"
"2026","21.5679962917964","53.0800020811267",Ostroleca,Poland,"0","0","0.51499"
"2027","20.621997370964","52.8820020414556",Ciechanow,Poland,"0","0","0.5204"
"2028","19.6920003889949","52.544997052049",Plock,Poland,"119175","5","0.50767"
"2029","21.0118773681439","52.2449460530621",Warsaw,Poland,"1766212","2","0.50906"
"2030","22.2789963364664","52.1679959861187",Siedlce,Poland,"0","0","0.50843"
"2031","20.142000434025","51.9599969273165",Skierniewice,Poland,"0","0","0.51385"
"2032","19.6910013641452","51.4089990609769",Piotrkow Trybunalski,Poland,"0","0","0.52614"
"2033","21.1580014248916","51.396002967297",Radom,Poland,"211909","5","0.52853"
"2034","20.6319963900951","50.8730039431673",Kielce,Poland,"194632","5","0.55003"
"2035","18.9999993577372","50.2666650315672",Katowice,Poland,"299674","4","0.58463"
"2036","19.053000298575","49.8210029751756",Bielsko-Biala,Poland,"169373","5","0.63817"
"2037","18.2619993302233","49.8189959893586",Ostrava,Czech Republic,"290450","4","0.60182"
"2038","19.1500023514529","48.7199970002613",Banska Bystrica,Slovakia,"0","0","0.59183"
"2039","17.1299974385502","48.149999955026",Bratislava,Slovakia,"431214","4","0.52248"
"2040","17.6380023193004","47.6780039875183",Gyor,Hungary,"131066","5","0.53363"
"2041","18.4329993870508","47.5499970817638",Tatabanya,Hungary,"0","0","0.53834"
"2042","19.0940043360661","47.5149959640048",Budapest,Hungary,"1751010","2","0.52859"
"2043","18.4100044397234","47.190996004396",Szekesfehervar,Hungary,"160944","5","0.52855"
"2044","17.9109993877708","47.0909970424525",Veszprem,Hungary,"0","0","0.52921"
"2045","17.7939992966307","46.3609979843702",Kaposvar,Hungary,"0","0","0.5094"
"2046","18.7129984001031","46.3439970206575",Szekszard,Hungary,"0","0","0.51757"
"2047","18.2250003282486","46.0749960515857",Pecs,Hungary,"143531","5","0.51837"
"2048","21.6800014241715","50.5809989251671",Tarnobrzeg,Poland,"0","0","0.529"
"2049","19.9449994192034","50.0619960004361",Krakow,Poland,"762776","3","0.61418"
"2050","22.015998287127","50.0439960118736",Rzeszow,Poland,"188232","5","0.54396"
"2051","20.9930042877961","50.0069970098988",Tarnow,Poland,"106408","5","0.59237"
"2052","21.7549982874872","49.6909980197217",Krosno,Poland,"0","0","0.54624"
"2053","20.7019982946458","49.6230029355044",Nowy Sacz,Poland,"0","0","0.61944"
"2054","19.8260014438477","48.1049999836196",Salgotarjan,Hungary,"0","0","0.53434"
"2055","20.7999993723734","48.1049999836196",Miskolc,Hungary,"155086","5","0.49758"
"2056","20.383002395403","47.8950030406018",Eger,Hungary,"0","0","0.5126"
"2057","21.2499994174036","48.6999989619995",Kosice,Slovakia,"238927","5","0.5383"
"2058","21.7220043210289","47.9570039757207",Nyiregyhaza,Hungary,"116960","5","0.46754"
"2059","22.3110003796764","48.6219959225336",Uzhhorod,Ukraine,"112436","5","0.53381"
"2060","21.6410043724974","47.5319969277176",Debrecen,Hungary,"201823","5","0.46984"
"2061","20.187999430281","47.1699989412843",Szolnok,Hungary,"0","0","0.51538"
"2062","21.9420002831776","47.0580030759941",Oradea,Romania,"0","0","0.50257"
"2063","19.6929994138446","46.9060020325788",Kecskemet,Hungary,"110663","5","0.51041"
"2064","21.1010043846549","46.6720020157825",Bekescsaba,Hungary,"0","0","0.49578"
"2065","20.1570033480384","46.2560040636618",Szeged,Hungary,"204197","5","0.52091"
"2066","21.32600440717","46.1899979275427",Arad,Romania,"0","0","0.50711"
"2067","21.2380023485731","45.7559999868595",Timisoara,Romania,"0","0","0.52837"
"2068","21.8919964168889","45.2909970278161",Resita,Romania,"0","0","0.56252"
"2069","15.6600003032547","78.200001031387",Longyearbyen,Svalbard,"0","0","0.58228"
"2070","18.9540003614811","69.667001966948",Tromso,Norway,"0","0",
"2071","17.2999983050443","68.3499959637999",Narvik,Norway,"0","0","0.65612"
"2072","29.7510033747502","70.0820010597026",Vadso,Norway,"0","0",
"2073","33.0859983688666","68.9640030571931",Murmansk,Russia,"303754","4","0.60444"
"2074","23.7079983703885","70.6770000380824",Hammerfest,Norway,"0","0","0.67848"
"2075","30.2210012925585","55.1979989701562",Vitsyebsk,Belarus,"377932","4","0.59123"
"2076","32.0370034115415","54.7890029626171",Smolensk,Russia,"330451","4","0.59105"
"2077","30.3419973176136","53.9109989605184",Mahilyow,Belarus,"381353","4","0.5954"
"2078","30.979998383184","52.4439990652559",Homyel',Belarus,"535693","3","0.55679"
"2079","31.3119993122243","51.5040030641557",Chernihiv,Ukraine,"283579","4","0.5442"
"2080","32.0000044095668","46.9666979635627",Mykolayiv,Ukraine,"0","0",
"2081","32.5410034222592","46.5380009609299",Kherson,Ukraine,"287826","4","0.48846"
"2082","27.5755593299317","53.8999380327474",Minsk,Belarus,"1982444","2","0.57182"
"2083","25.3333353474042","50.7333329217043",Kovel',Ukraine,"0","0","0.54206"
"2084","26.1666993050551","50.6666969547788",Rivne,Ukraine,"243152","5","0.57378"
"2085","24.0345183151572","49.8373110588079",L'viv,Ukraine,"720105","3","0.54629"
"2086","22.7790004132688","49.7899979568154",Przemysl,Poland,"0","0","0.59671"
"2087","25.6040014130531","49.5510029812544",Ternopil',Ukraine,"217171","5","0.53111"
"2088","26.9990013540657","49.4170019264016",Khmel'nyts'kyz,Ukraine,"265583","4","0.57965"
"2089","24.7166642980675","48.9166650619608",Ivano-frankivs'k,Ukraine,"232502","5","0.61913"
"2090","25.9450023363747","48.2820029601792",Chernivtsi,Ukraine,"261924","4","0.56935"
"2091","22.8850022949445","47.7919980679915",Satu Mare,Romania,"0","0","0.54603"
"2092","23.590998444732","47.6540010792235",Baia Mare,Romania,"0","0","0.55933"
"2093","23.0630042963539","47.1750030016504",Zalau,Romania,"0","0","0.54407"
"2094","23.5999984390134","46.7769959364909",Cluj-Napoca,Romania,"0","0","0.5372"
"2095","23.5800004007514","46.0770030374028",Alba Lulia,Romania,"0","0","0.52902"
"2096","22.9166733850324","45.8833229486511",Deva,Romania,"0","0","0.54349"
"2097","24.1430044375225","45.786996069102",Sibiu,Romania,"0","0","0.52901"
"2098","24.3829984379334","45.1099979518576",Rimnicu Vilcea,Romania,"0","0","0.55983"
"2099","23.2740004297052","45.0449999421894",Targu Jiu,Romania,"0","0","0.53827"
"2100","24.5130033933873","47.1380039996757",Bistrita,Romania,"0","0","0.56284"
"2101","24.5670033590749","46.5429959196947",Targu-Mures,Romania,"0","0","0.51184"
"2102","26.6670004250254","47.7459990717356",Botosani,Romania,"0","0","0.55335"
"2103","26.3166663888168","47.6499960437071",Suceava,Romania,"0","0","0.58448"
"2104","27.5840013133146","47.1699989412843",Iasi,Romania,"0","0","0.52502"
"2105","26.3829963764567","46.9400039600045",Piatra-Neamt,Romania,"0","0","0.59988"
"2106","27.7333384007863","46.6333289811129",Vaslui,Romania,"0","0","0.54776"
"2107","26.9250033501163","46.5710040289894",Bacau,Romania,"0","0","0.57892"
"2108","25.5240003238879","46.3609979843702",Miercurea-Cuic,Romania,"0","0","0.59443"
"2109","25.7930012929594","45.8679960176334",Sfintu-Gheorghe,Romania,"0","0","0.59435"
"2110","25.6110033576349","45.656001024916",Brasov,Romania,"0","0","0.58606"
"2111","27.1890004243054","45.7010009963223",Focsani,Romania,"0","0","0.52454"
"2112","28.0500032972078","45.4333320052224",Galati,Romania,"0","0","0.50041"
"2113","27.9690033486763","45.2919960526658",Braila,Romania,"0","0","0.4984"
"2114","26.8229974023557","45.147995978682",Buzau,Romania,"0","0","0.51293"
"2115","25.2759603424903","54.6885629867223",Vilnius,Lithuania,"549808","3","0.55525"
"2116","22.9400012854817","54.1029960804576",Suwalki,Poland,"0","0","0.53486"
"2117","23.8410004003914","53.6720039849574",Hrodna,Belarus,"370919","4","0.52055"
"2118","23.1589983882645","53.1299970112978",Bialystok,Poland,"294683","4","0.51048"
"2119","23.7030034116235","52.0959960318687",Brest,Belarus,"347576","4","0.52536"
"2120","23.1270032811724","52.029998997351",Biala Podlaska,Poland,"0","0","0.50741"
"2121","22.5780032990486","51.242004039666",Lublin,Poland,"341493","4","0.51604"
"2122","23.4960033776711","51.1329959818399",Chelm,Poland,"0","0","0.53067"
"2123","23.2599963750577","50.7259980240005",Zamosc,Poland,"0","0","0.5296"
"2124","30.5021073912898","50.4481590691498",Kyiv,Ukraine,"2893215","2","0.54443"
"2125","28.6630024296337","50.2520040067934",Zhytomyra,Ukraine,"265679","4","0.53697"
"2126","32.0810043580981","49.444002074729",Cherkasy,Ukraine,"276363","4","0.49842"
"2127","28.4820033536753","49.2329970052601",Vinnytsya,Ukraine,"370017","4","0.53519"
"2128","32.2650003431222","48.5080020075441",Kirovohrad,Ukraine,"225489","5","0.49024"
"2129","28.8299972854611","46.9999980747902",Chisinau,Moldova,"0","0","0.52688"
"2130","30.7333353913132","46.4666670784076",Odesa,Ukraine,"993831","3",
"2131","28.8060033132839","45.1800000218919",Tulcea,Romania,"0","0","0.50946"
"2132","29.7790023824437","62.5979969525885",Joensuu,Finland,"0","0","0.58427"
"2133","27.2850032868502","61.6899960585807",Mikkeli,Finland,"0","0","0.56626"
"2134","24.4719993558962","60.9969960024731",Hameenlinna,Finland,"0","0","0.56548"
"2135","26.7090033218825","60.875999977418",Kouvola,Finland,"0","0","0.57829"
"2136","24.9767013482954","60.1964189912231",Helsinki,Finland,"639227","3","0.59514"
"2137","24.7500003192491","59.4166679329812",Tallinn,Estonia,"430805","4","0.60892"
"2138","24.0499983185597","56.8800000342864",Riga,Latvia,"632614","3","0.55339"
"2139","32.0000044095668","62.9999999516631",Karelia,Russia,"0","0","0.5954"
"2140","25.6899963203493","66.4910010247111",Rovaniemi,Finland,"0","0","0.59862"
"2141","25.3350004439816","64.9729980728264",Oulu,Finland,"201168","5","0.56819"
"2142","27.6920014101732","62.8929990451378",Kuopio,Finland,"117975","5","0.56349"
"2143","25.7480013215531","62.2449989604365",Jyvaskyla,Finland,"139519","5","0.56727"
"2144","30.2499993251017","59.916663073666",Saint Petersburg,Russia,"4990602","2","0.57758"
"2145","31.2789964096484","58.5489960686191",Novgorod,Russia,"1246000","2","0.57105"
"2146","28.3460044146067","57.8169989608376",Pskov,Russia,"205062","5","0.56019"
"2147","40.6461603726481","64.520667024975",Arkangel'sk,Russia,"357264","4","0.60692"
"2148","39.8770024198732","59.2270019813472",Vologda,Russia,"313679","4","0.56544"
"2149","40.9449963906102","57.7610009454505",Kostroma,Russia,"270366","4","0.56097"
"2150","39.8580034064609","57.6070020178195",Yaroslavl,Russia,"597161","3","0.57466"
"2151","41.020002355527","57.0120030394398",Ivanovo,Russia,"408952","4","0.56507"
"2152","35.9166693352608","56.8666709874844",Tver,Russia,"407896","4","0.57254"
"2153","43.9406734302175","56.2896719976671",Gor'kiy,Russia,"0","0","0.56482"
"2154","34.3330023019803","61.7830020120599",Petrozavodsk,Russia,"267102","4","0.58586"
"2155","40.3740003205251","56.1470040671387",Vladimir,Russia,"349525","4","0.56293"
"2156","39.7050033381959","54.5990040578611",Ryazan,Russia,"526919","3","0.54861"
"2157","41.4170012942356","52.7220000286086",Tambov,Russia,"281348","4","0.5024"
"2158","39.6600033667897","52.619003992116",Lipetsk,Russia,"508585","3","0.51772"
"2159","44.4840034457313","48.7099979811304",Volgograd,Russia,"1018762","2","0.47463"
"2160","39.688002374483","47.2320000418871",Rostov-on-Don,Russia,"1100091","2","0.47667"
"2161","41.9630043672939","45.0590039968367",Stavropol,Russia,"408560","4","0.49074"
"2162","44.2330022997384","46.2670019421588",Elista,Russia,"108753","5","0.48416"
"2163","36.6100023444905","50.5970010295138",Belgorod,Russia,"369815","4","0.51222"
"2164","36.2083053247015","49.9896720291817",Kharkiv,Ukraine,"1430515","2","0.49891"
"2165","34.5510003799135","49.5929969419939",Poltava,Ukraine,"282523","4","0.49183"
"2166","39.2499993982835","48.6332999457999",Luhans'k,Ukraine,"403254","4","0.51281"
"2167","35.1379983888617","48.4229970234962",Dnipropetrovs'k,Ukraine,"990381","3","0.46875"
"2168","37.7370542889541","48.0401459447349",Donets'k,Ukraine,"910252","3","0.49502"
"2169","35.156997402274","47.8539990031106",Zaporiyhzhya,Ukraine,"741496","3","0.48434"
"2170","38.96100039095","45.0369989727579",Krasnodar,Russia,"861181","3","0.48918"
"2171","37.7000013393066","55.749996026829",Moscow,Russia,"11918057","1","0.55654"
"2172","36.2780014154501","54.5239979274607",Kaluga,Russia,"344766","4","0.55063"
"2173","37.6090023716442","54.2109960118327",Tula,Russia,"496656","4","0.54266"
"2174","34.4480043434209","53.2569959560852",Klintsy,Russia,"0","0","0.5656"
"2175","36.0919984446093","52.9949969315953",Orel,Russia,"318642","4","0.54088"
"2176","36.1739974179902","51.741999014867",Kursk,Russia,"425950","4","0.55283"
"2177","39.2689984116956","51.7149990320233",Voronezh,Russia,"997447","3","0.52088"
"2178","34.8333034219506","50.9499990216657",Sumy,Ukraine,"263681","4","0.5189"
"2179","50.7666603957805","61.6666679926475",Syktyvkar,Russia,"255283","4","0.59845"
"2180","49.6999984030151","58.6333260448214",Vyatka,Russia,"0","0","0.5819"
"2181","56.2324593902677","58.0002390165069",Perm',Russia,"1007285","2","0.59184"
"2182","53.2333353260424","56.8500029768937",Izevsk,Russia,"631182","3","0.5911"
"2183","47.8666713033148","56.6333279408145",Yaskar-Ola,Russia,"265626","4","0.61068"
"2184","54.666999365607","59.0169959367281",Kudymkar,Russia,"0","0","0.58657"
"2185","53.0330042835497","67.6169999966523",Nar'yan Mar,Russia,"0","0","0.60418"
"2186","64.0400044053204","67.5050039658784",Vorkuta,Russia,"0","0","0.59214"
"2187","46.6591413457807","61.259967077976",Kotlas,Russia,"0","0","0.59796"
"2188","66.5800023316863","66.570002923543",Salekhard,Russia,"0","0","0.57969"
"2189","65.5333383771828","57.1500000282078",Tyumen,Russia,"644799","3","0.55193"
"2190","60.61013134109","56.846547016158",Sverdlovsk,Russia,"0","0","0.55327"
"2191","56.0960013995291","54.8219969290754",Ufa,Russia,"1084420","2","0.54336"
"2192","55.107000391506","51.7820040275085",Orenburg,Russia,"571041","3","0.48627"
"2193","51.3559983436679","51.2229959246524",Ural'sk,Kazakhstan,"234170","5","0.47896"
"2194","47.2500004194619","56.1500009762043",Ceboksary,Russia,"473189","4","0.61664"
"2195","49.1454633234634","55.7330129353514",Kazan',Russia,"1168745","2","0.54476"
"2196","48.3620044383568","54.3050009901615",Ul'yanovsk,Russia,"637637","3","0.51507"
"2197","45.1670043172241","54.1860030148059",Saransk,Russia,"326473","4","0.52464"
"2198","50.1499982825615","53.1999990813321",Kuybyskev,Russia,"0","0","0.51219"
"2199","45.0029974343445","53.197002006783",Penza,Russia,"519948","3","0.52407"
"2200","45.9530013906932","51.4909980343581",Saratov,Russia,"838321","3","0.49495"
"2201","51.9333393882083","47.116673983442",Atyrau,Kazakhstan,"280210","4","0.52074"
"2202","47.9999973503223","46.2500009784461",Astrakhan,Russia,"526363","3","0.46927"
"2203","65.3329983985725","55.4390009315342",Kurgan,Russia,"326729","4","0.52268"
"2204","61.3929963053443","55.1449980293182",Chelyabinsk,Russia,"1149829","2","0.52754"
"2205","63.6100023985522","53.2019969655478",Kostanay,Kazakhstan,"245650","5","0.5066"
"2206","57.2310003657512","50.2710030202055",Aktyubinsk,Kazakhstan,"0","0","0.47012"
"2207","63.4989962910269","49.6260000100535",Turgay,Kazakhstan,"0","0","0.47874"
"2208","53.0530023218117","36.5640029592222",Sari,Iran,"309820","4","0.65909"
"2209","53.3960012948326","35.5719959405326",Semnan,Iran,"185129","5","0.73781"
"2210","45.3339993385351","15.4209960025638",Marib,Yemen,"0","0","0.75682"
"2211","50.0000043904468","15.0000029261945",Al Mukalla,Yemen,"0","0","0.74188"
"2212","46.8000003744318","14.5500030466481",'Ataq,Yemen,"0","0","0.72587"
"2213","45.5740024405472","13.9789980404454",Al Bayda,Yemen,"0","0","0.7202"
"2214","45.0414993589109","12.76624806637",Aden,Yemen,"1247000","2",
"2215","49.1667033165865","11.2591440337541",Boosaaso,Somalia,"0","0","0.65664"
"2216","51.4479963361798","35.7740010157203",Tehran,Iran,"8693706","1","0.744"
"2217","47.3166994356615","8.43329708150485",Laascaanood,Somalia,"0","0","0.58163"
"2218","47.3333043969782","10.5832980137441",Ceerigaabo,Somalia,"0","0","0.62456"
"2219","45.5333043823418","9.53330403156945",Burao,Somalia,"0","0","0.61133"
"2220","48.4820014385621","8.40500103064329",Garoowe,Somalia,"0","0","0.59026"
"2221","47.4239973853547","6.77300399828538",Gaalkacyo,Somalia,"0","0","0.53252"
"2222","46.5080042925492","5.74199992792177",Dhuusa Mareeb,Somalia,"0","0","0.57154"
"2223","45.1999982836825","4.73400007197039",Beledweyne,Somalia,"0","0","0.48741"
"2224","45.5000044365978","2.79999900248123",Jawhar,Somalia,"0","0","0.47932"
"2225","45.3441423284496","2.04117302195931",Mogadishu,Somalia,"2693000","2",
"2226","51.6789994439107","32.6510010143214",Esfahan,Iran,"1961260","2","0.77696"
"2227","50.8539963826497","32.3209979694968",Shahr-E Kord,Iran,"190441","5","0.74994"
"2228","54.3609993945607","31.8969990479444",Yazd,Iran,"529673","3","0.80214"
"2229","51.5940033959805","30.6590040452294",Yasuj,Iran,"134532","5","0.73136"
"2230","52.5310023225317","29.6019990168718",Shiraz,Iran,"1565572","2","0.83643"
"2231","47.9740414038836","29.3859180671288",Kuwait,Kuwait,"0","0","0.8907"
"2232","47.9999973503223","29.3333399370399",Hawalli,Kuwait,"0","0","0.8907"
"2233","48.0680013706572","29.0969999813046",Al-Ahmadi,Kuwait,"0","0","0.88766"
"2234","50.8329993195381","28.9220039905619",Bushehr,Iran,"223504","5",
"2235","50.0832994318457","26.3332979349577",Ad Damman,Saudi Arabia,"903312","3","0.96511"
"2236","50.6160004319382","26.2619999623894",Al-Muharraq,Bahrain,"0","0",
"2237","50.5833394186021","26.2166670378611",Manama,Bahrain,"0","0",
"2238","50.5378712939243","26.2159559545781",Jidd Hafs,Bahrain,"0","0",
"2239","50.5490043725707","26.1209969629548",Ar Rifa,Bahrain,"0","0",
"2240","50.6138493098542","26.1000000653267",Sitrah,Bahrain,"0","0",
"2241","46.770003317039","24.6500009682933",Riyadh,Saudi Arabia,"5188286","1","0.87427"
"2242","46.4229993085015","33.6390029974946",Ilam,Iran,"194030","5","0.71898"
"2243","48.3530044440756","33.4839959434124",Khorramabad,Iran,"373416","4","0.74999"
"2244","45.8190003358406","32.5019970454552",Al-Kut,Iraq,"0","0","0.85508"
"2245","47.1510003168844","31.8369959970412",Al 'Amarah,Iraq,"0","0","0.86596"
"2246","48.6839974121486","31.3170029835781",Ahvaz,Iran,"1184788","2","0.82641"
"2247","45.2819974225471","31.314995997761",As-Samawah,Iraq,"0","0","0.87103"
"2248","46.2560042871904","31.0429979541404",An-Nasiriyah,Iraq,"0","0","0.86699"
"2249","47.7608673400953","30.503492927922",Al Basrah,Iraq,"1222000","2","0.88823"
"2250","47.6960043650931","29.3319990229505",Al-Jahrah,Kuwait,"0","0","0.88359"
"2251","55.9608393113243","25.7889960339144",Ra's Al-Khaymah,United Arab Emirates,"0","0","0.78695"
"2252","55.5624542814875","25.5783330191689",Umm Al Qaywayn,United Arab Emirates,"0","0",
"2253","55.4410893933565","25.4028599390371",Ajman,United Arab Emirates,"0","0","0.80107"
"2254","55.411002312853","25.3719990569439",Sharjah,United Arab Emirates,"1543000","2","0.80107"
"2255","51.5323354139835","25.2843569253056",Doha,Qatar,"956457","3",
"2256","55.3290033394721","25.2710010701508",Dubai,United Arab Emirates,"3134000","2","0.76788"
"2257","54.3709984136918","24.4760040024004",Abu Dhabi,United Arab Emirates,"1539000","2",
"2258","45.6840004216217","43.310996962071",Groznyy,Russia,"276524","4","0.6043"
"2259","47.5110004191019","42.9759989584816",Machackala,Russia,"0","0","0.64744"
"2260","49.8159993038217","40.3239960652242",Baku,Azerbaijan,"2270030","2",
"2261","52.957998318633","40.0249980387598",Turkmenbashi,Turkmenistan,"0","0","0.47431"
"2262","48.509001421406","34.793000977129",Hamadan,Iran,"554406","3","0.64299"
"2263","49.6999984030151","34.0833330759143",Arak,Iran,"520944","3","0.74946"
"2264","51.1417353974031","43.6904549638872",Mangyshlak,Kazakhstan,"0","0","0.48572"
"2265","45.4140004277005","39.2200019518784",Naxcivian,Azerbaijan,"0","0","0.70707"
